I,Q
-0.45073,0.35924
-1.2611,0.98118
-0.185,0.71176
-0.51374,0.63096
-1.238,0.85341
0.21478,0.019715
0.16568,-0.70658
-0.072437,-0.24556
0.35384,-0.53213
0.030505,0.075591
-0.38714,0.8233
-0.4862,-0.13405
0.49268,0.42638
0.62928,0.36549
0.23389,-0.94373
0.84275,-1.2869
0.61195,-1.2693
0.38724,-0.9533
0.45396,-0.65969
-0.46099,0.56592
-0.60167,0.93805
-0.019279,-0.95815
-0.10262,-1.4753
-0.45333,-0.21752
-0.079139,0.6124
0.35894,0.30375
1.1612,-0.07288
1.4475,0.81602
1.2764,0.868
1.2097,-0.083996
0.46907,-0.036051
0.21128,-0.39821
-0.79,-0.53594
-0.34622,0.087271
1.1109,0.45926
0.98758,0.47306
0.30795,0.15691
-0.97835,0.078483
0.04704,-0.5084
1.5256,-0.8878
0.58389,-0.51651
-0.48378,-0.24837
-1.6023,0.11305
-1.0762,-0.16149
0.84282,-0.66945
0.19307,0.029701
-0.51098,0.76124
-0.7421,1.0729
-0.12759,0.34093
0.49534,-0.81766
-0.3316,-0.39798
-0.34199,0.1557
-0.78538,0.44064
-0.68881,1.2096
-0.38439,1.6091
-1.0497,1
-0.51018,0.22043
-0.65926,-0.59293
-0.51833,-1.1308
0.019305,-0.11684
-0.17245,0.077455
1.0671,-0.59402
0.78182,-0.16023
-0.14343,-0.097101
0.37802,-0.2577
-0.69408,-0.64191
-0.89066,-0.57585
0.59916,0.83322
-0.25585,0.3343
-0.88315,-0.51981
0.66448,0.47904
0.27419,0.91593
-0.80038,0.26728
0.33021,-0.54207
0.78833,0.21896
0.25036,1.1036
-0.069817,-0.59257
0.1621,-0.67408
0.52585,1.0367
0.10086,-0.43527
-0.20909,-1.3443
-0.35167,0.16481
-0.14694,-0.063183
-0.23994,0.19875
-1.1043,0.85999
-0.2747,0.013993
0.16703,0.10874
-0.65943,-0.62651
-0.31478,-1.2382
0.23668,-0.35337
1.0154,-0.39299
1.5701,0.29049
1.4478,0.36734
1.0308,-0.51946
0.42641,-0.21963
0.061284,-0.4317
-0.89314,-0.19653
-0.22156,0.18166
1.2672,-0.062825
1.0821,0.071132
0.31979,-0.0083804
-0.85816,0.42546
-0.15431,-0.52237
1.056,-1.4366
0.099525,-0.73347
-0.89402,-0.018056
-0.10318,-0.25057
0.080286,-0.091685
-0.39938,-0.72103
0.0072929,-1.1937
-0.41767,-0.015975
-0.084327,0.24605
0.25606,1.1439
0.13034,0.32
0.44435,-1.2352
-0.54254,-0.15593
-1.1244,-0.64057
0.0071804,-1.3296
0.90495,-0.60745
-0.26397,0.5339
-0.37332,1.5326
1.3108,0.061986
0.96465,-0.72346
-0.35129,0.66767
-1.104,0.5311
-1.0326,-0.83279
-0.1067,-0.94369
-1.0389,0.29975
-0.43351,0.2669
1.2253,0.091575
0.48065,0.11475
0.099741,-0.46411
-0.79279,0.024588
-1.1421,-0.11146
-0.148,-0.13054
-0.2904,0.32813
-0.057165,-0.83616
-0.65147,-0.76014
-0.81732,-0.26736
0.78001,-0.62634
0.73254,0.31471
0.26655,0.41223
0.083965,-0.84343
-0.35363,-1.1008
0.27407,-0.1632
0.85596,0.17685
0.42608,0.74785
-0.33565,1.5986
-0.90286,0.54236
-0.34093,0.26954
0.27834,1.2169
0.24192,0.63222
0.91545,0.35817
0.95727,0.7573
0.4814,0.21994
1.1676,-0.26982
0.51448,-0.34832
-0.23191,-0.78612
1.0268,-1.1814
1.1171,-0.30062
0.52343,0.6733
0.24273,0.43195
-0.85264,0.03577
-1.0325,0.39666
0.14953,0.2664
0.70874,0.24735
0.033937,1.131
-0.53388,-0.13636
-0.75983,-0.75105
-1.0042,0.36502
-0.12318,-0.25382
0.092022,-0.087706
-0.56387,-0.55069
-0.36715,-1.1063
-0.39076,0.15271
0.017107,0.25229
0.63635,1.0011
0.22271,0.30102
-0.028692,-1.3266
-0.56173,0.056413
-1.2928,-0.1816
-0.50314,-1.2374
0.56012,-0.9813
-0.094145,0.68381
0.50329,0.81459
1.356,0.40777
0.45594,1.2371
0.52799,-0.36148
0.31572,-0.84827
0.2197,-1.1176
0.13872,-0.54842
-0.28878,-0.27704
-0.43783,-0.27298
-0.7811,0.10634
-0.44162,-0.58177
0.43897,0.069235
0.66318,1.0232
0.12588,0.29452
-0.90265,0.35499
-1.0059,0.34179
0.14616,-0.0311
0.32972,0.23201
-0.60475,-0.48808
-0.78343,-1.0875
-0.01793,-0.23012
0.92545,-0.33857
0.77962,-0.13221
-0.49356,0.54035
-0.74842,-0.33441
-0.49499,-0.20746
-0.5076,0.17882
-0.13505,0.26565
-0.25228,1.0012
-0.27408,0.86958
0.18238,0.82533
0.78582,-0.48219
1.4664,-0.42216
0.75951,1.547
0.11898,0.73728
1.0815,0.31736
0.49814,0.59173
-1.5752,-0.14824
-1.1078,0.49982
0.5096,0.16695
0.25185,0.45897
0.22992,1.1469
0.45243,-0.13311
-0.72738,-1.0016
-0.82596,-0.93596
-0.3814,0.16192
-0.38541,-0.13067
0.25003,-0.77421
0.29309,-0.039255
0.1312,-0.025772
0.26447,0.63756
-0.29452,0.47682
-0.36369,-0.38072
-0.67721,0.45781
-1.2677,0.99303
0.02563,0.58889
0.60369,-0.74118
0.19753,-0.76644
0.67869,0.072476
-0.39378,-0.68907
-1.7186,-0.24862
-0.20735,-0.37441
1.2259,-0.33392
0.39708,-0.24097
0.66331,-1.5325
1.4203,-0.038508
0.91916,1.0279
0.38147,-0.52044
-0.023004,-0.91322
-0.21478,-1.0641
-0.040244,-0.53306
-0.42947,-0.18413
-0.4675,-0.135
-0.68261,0.39436
-0.6721,-0.44237
0.46278,-0.13603
0.95255,0.67701
0.16869,0.2007
-0.72394,0.67244
-0.86645,0.63965
-0.070714,-0.064661
0.21304,0.47704
-0.27767,0.15792
-1.4299,-0.8134
0.29978,-0.92037
0.79291,0.44902
-0.88216,0.10499
-0.09683,-1.5932
-0.025043,-1.2842
-0.61172,-1.2762
-0.08008,-0.37895
0.727,1.1465
0.7907,0.31811
-0.51611,-0.1561
-0.6159,0.069502
0.42498,-0.15148
0.94118,-0.16439
1.0388,-0.20539
0.77982,-0.057293
-0.27184,0.13291
-0.77142,0.36321
0.34715,-0.14855
0.44112,-1.2936
0.043469,-0.2986
-0.072984,1.3177
0.11367,1.1519
0.80179,1.4519
-0.56979,0.86768
-0.14199,-0.70619
1.0998,0.17478
-0.67555,1.3843
-0.63871,0.42221
-0.15597,-0.60241
-0.31048,-0.13934
0.20249,0.16158
-1.1674,-0.22661
-1.3236,-0.34468
-0.28165,-0.14955
0.45419,0.47266
1.3618,0.82508
0.59398,0.11058
0.13224,0.34643
0.47249,0.86877
0.05256,0.33436
-0.75063,0.66119
-0.46087,0.80675
0.73426,0.39356
0.51313,-0.1527
0.62269,-0.93536
1.2676,-0.096587
0.54266,0.1217
0.37951,-0.85017
-0.49961,-0.46451
-1.1918,0.052141
-0.38662,-0.062482
-0.30038,-0.72848
-0.32699,-0.53971
0.27053,-0.1956
0.41446,-1.3575
0.027299,-1.1126
-0.098374,0.089911
-0.46455,0.88472
-0.74716,1.3348
-0.14919,-0.0022529
-0.065844,-0.014284
0.22223,0.69882
-0.18225,0.27273
-1.6246,-0.1463
-0.038241,-0.94576
0.93056,0.21322
-0.79959,0.4466
-0.71286,-1.4106
-0.55212,-1.1763
-1.1188,-0.91546
-0.30603,-0.35354
1.1171,0.84045
0.89156,-0.010475
-0.56211,0.0039819
-0.62964,0.37156
0.37043,-0.29309
0.24558,-0.62575
-0.42631,-0.43065
-0.17302,-0.15169
0.14097,-0.75138
-0.98239,-1.0762
-0.8162,-1.1224
0.975,-0.57737
0.28448,0.36228
-0.89787,0.84238
-0.57717,-0.015973
0.90225,-0.327
1.4777,-0.2553
-0.20285,-1.0807
-0.73559,-0.40068
-1.1833,-0.044559
-1.1586,0.073017
0.72983,0.34724
0.21878,-0.80449
-0.49987,0.51763
-0.18142,1.5109
-0.021489,0.70645
0.91709,0.71125
0.77536,-0.87575
0.52138,-1.3452
0.27758,0.18009
-0.84787,0.75051
-0.64312,0.10672
0.54679,-0.90665
0.91288,0.51311
0.74637,1.5437
0.8806,0.33616
0.25189,-0.023262
0.063968,0.78235
0.66656,1.5093
0.043497,0.62186
0.037322,0.15944
0.32198,1.0087
-0.34423,-0.13018
0.24142,-0.60709
-0.33587,-0.4176
-0.79958,-1.1968
0.60929,-0.57095
0.51379,0.0082141
0.11207,-0.20255
0.013701,0.66415
-0.70475,0.49167
-0.97602,-0.89977
-0.45888,-0.64223
0.097124,0.12126
-0.17433,-0.054778
0.23647,0.16153
1.1199,0.70095
0.12042,0.85682
-0.7811,0.35726
0.082945,-0.094925
0.051607,-0.28675
0.067876,-0.81628
1.2453,0.11407
0.75389,0.60684
0.41025,-0.27872
0.65839,0.15675
-0.84514,0.12235
-0.56984,-0.21578
-0.1293,0.18351
-1.4598,-0.35263
-1.1791,-0.15665
-0.18086,0.022798
-0.18475,-0.70087
-1.411,-0.52325
-1.2517,-0.66843
0.58928,-0.93006
0.39455,0.15596
-0.485,1.1708
-0.45008,0.29953
0.70927,-0.66796
1.2198,-0.928
-0.63373,-0.95497
-0.70243,-0.12066
-1.1781,0.43669
-1.0418,0.64734
0.36937,0.31638
-0.46142,-0.68679
1.1155,-0.29169
1.2911,-0.16575
0.20781,-1.471
1.0608,-0.30466
1.3427,-0.11454
0.4651,-0.53612
-0.78375,0.47364
-1.4847,-0.26216
-0.46341,-0.010638
0.43153,0.49347
-0.38235,0.18293
-0.59293,-0.30004
-0.078747,-1.556
-0.76409,-0.62688
-0.59977,0.19669
0.14618,0.4517
0.7544,0.54174
1.1743,-0.91041
0.81606,-0.28205
0.32994,0.59171
-0.48062,0.076501
-0.15027,0.23262
1.241,0.67837
0.59815,1.1849
0.058144,-0.1286
-0.45199,-1.2089
-0.97644,-0.85707
0.63634,-1.2806
-0.11519,-1.0782
-1.1872,-1.092
0.74617,-0.39931
0.096278,0.7496
-1.1902,0.44034
-0.034344,0.63887
0.16773,0.029637
-0.11494,-0.71665
0.32043,-0.52251
0.83179,-0.32173
0.79368,0.91572
-0.067408,0.68344
-0.54766,-0.62522
-0.27255,0.010778
-0.083969,1.0641
0.33511,1.0809
0.38416,0.51312
-0.71287,0.29754
-0.99647,0.44721
0.39522,0.72779
0.86702,0.78014
-0.20533,0.37091
-0.77235,0.67466
-0.54572,1.0475
-0.0067274,0.46606
0.72729,-0.29918
0.2678,0.31622
-0.93578,0.81586
-0.82515,-0.38404
-0.31265,-0.72254
0.20274,-0.60402
0.089831,-0.32254
-0.41304,0.48367
0.7094,0.75295
0.25542,0.90006
-0.98951,-0.2755
0.90579,-0.80607
1.1046,-0.63631
-0.34033,-1.4599
0.82961,-0.67992
1.1621,-0.67486
0.2217,-0.64607
-0.50749,0.74782
-1.5161,0.33202
-0.48777,0.15928
0.64116,0.28949
-0.29255,0.37947
-0.70132,-0.066803
-0.66862,-1.4457
-0.98051,-0.33341
-0.45493,0.31902
0.28427,-0.26226
0.17992,0.15035
-0.18659,0.085423
0.076753,0.32567
0.57823,0.71702
-0.17242,0.2006
-0.19429,-0.62138
0.66273,-0.58541
-0.21015,0.41434
0.69986,0.57774
1.3807,0.2999
-0.76142,-0.75548
-0.88308,-1.3941
-0.35319,0.10637
-0.3811,0.65366
0.21711,0.76931
0.029686,1.0447
0.33371,0.57393
0.50172,0.45033
0.36649,-1.0633
0.84828,-1.4247
-0.67908,0.1848
-1.1477,0.70768
0.36466,0.49003
-0.50252,-0.1902
-0.30903,-0.69532
0.36589,-0.086089
-0.36788,0.73764
-0.1957,0.63172
0.11441,0.023831
0.058393,0.21942
-0.32968,-0.18942
-0.084653,-0.46192
0.33911,-0.065506
-0.27812,0.30151
-0.089527,0.58079
-0.19234,-0.85242
-0.65381,-0.6957
-0.30016,0.92456
-0.95017,0.28264
-0.80015,-0.46341
0.27506,-0.2803
-0.21413,0.89472
-0.89236,1.426
-1.4397,0.26204
-1.6219,0.30275
-0.64447,0.16533
0.14209,-0.85354
-0.48409,-0.88746
0.12432,-0.26742
1.3858,-0.30428
1.475,-0.61498
1.5054,0.45245
1.1495,0.87624
-0.22715,0.13888
0.092653,-0.67961
0.978,-0.64416
0.76759,0.67628
0.4327,-0.35054
-0.22108,-1.2141
0.10431,0.1998
0.6244,0.24236
-0.12511,0.16828
-0.37541,-0.16159
0.13182,-0.53869
0.21268,0.15045
-0.095942,0.14523
0.20595,0.30748
0.82786,0.51018
-0.089639,0.27383
-0.38917,-0.57924
0.39415,-0.86681
0.015748,0.45385
0.85688,0.29229
1.367,-0.26146
-1.015,-0.40987
-1.3179,-0.9701
-0.2082,0.18545
-0.035075,0.81414
0.13607,0.29044
0.28847,-0.093851
0.81186,-1.0781
-0.26231,-1.2461
-0.070968,-0.80067
1.3895,-0.084538
0.38062,0.0075125
-0.39015,-0.99949
0.94081,-1.1082
0.74621,0.08601
-0.49824,0.14282
-0.58309,-0.16232
-0.82034,0.87096
-0.06306,0.82603
0.76429,-0.16914
0.26308,0.11248
0.4115,0.82048
0.67759,0.93659
0.26159,0.42553
-0.44421,0.56431
0.23012,0.52648
1.2633,-0.18964
0.38883,-0.54962
0.20211,-0.49692
0.15002,0.38759
-1.2068,0.73117
-1.1007,-0.62824
-0.15494,-0.26464
-0.45841,1.2479
-0.77885,0.23866
-0.82381,-1.0247
-1.2747,0.014407
-0.85419,0.15726
-0.47312,-0.55177
-0.23387,-0.42448
1.4608,-0.37097
1.0302,0.53953
-0.30082,0.56495
-0.17088,-0.10696
-1.091,0.2775
-0.54404,0.0198
0.01766,0.98113
-0.44151,1.119
-0.01368,-0.78953
-0.27042,-0.031038
0.6705,1.0757
1.1218,0.86178
0.034849,-0.13246
-0.38475,-1.1333
-1.1117,-0.65575
-0.57187,-0.24828
0.62243,0.84084
1.0564,1.1366
0.51965,-0.15355
-0.81834,-0.067704
0.4717,-0.30682
1.3832,-0.16616
0.18445,-0.15397
0.25686,-1.1286
-0.02134,-0.4121
0.27269,-0.3106
0.72376,0.38657
-0.25844,1.7089
-0.48194,0.29237
-0.59884,-0.48007
-0.1174,-0.50275
0.3708,-1.27
-0.78732,-1.0639
-0.31087,-0.75984
1.242,-0.57363
0.32774,-0.12191
-0.70618,-0.82692
0.46727,-1.4974
0.73905,-0.16377
-0.37069,0.37559
-0.54749,0.0041725
-0.39877,1.1382
0.25863,0.75347
0.63484,-0.38673
0.36272,-0.023956
0.4453,0.69274
0.096504,0.40598
0.14884,-0.176
0.43274,-0.033298
-0.19417,-0.4815
-0.28247,-0.48465
0.25731,-0.55979
0.0018748,0.11276
0.48195,1.1843
0.61416,0.19209
-0.26658,-0.7391
0.27682,-0.23629
0.57875,0.3609
0.32582,0.31889
0.058122,-0.34161
-1.0025,-0.56022
-0.22026,0.18258
0.4401,0.087912
-0.82963,-0.66457
-0.63231,-0.061954
0.33089,0.2052
0.57251,0.12113
0.2607,0.43315
-0.73715,0.12592
-0.056278,0.37423
1.3241,0.050871
0.46945,-0.23007
-0.27489,0.49009
-0.43923,0.20799
-0.67262,-0.021975
0.054848,0.27195
0.070013,0.34465
-0.037643,-0.135
0.56504,-0.90328
0.072497,-0.74489
-0.28576,-0.41755
-0.89877,0.43342
-1.3836,0.6831
0.22406,0.54583
1.0778,1.1538
0.70375,0.73239
-0.0088743,1.2329
-0.6108,1.5475
-0.19969,0.40078
-0.49184,0.60163
-0.64025,-0.46079
0.47338,-1.513
0.095661,0.7584
-0.61317,1.0246
-0.041146,-0.77863
0.65378,-1.1246
-0.13962,1.0308
-0.94214,0.70512
-0.27879,-0.95866
0.059485,-0.30781
0.27769,-1.1903
0.7031,-1.4459
0.86285,-0.23672
1.4454,-0.17133
1.0624,-0.19593
-0.50279,-1.0029
-0.59626,-1.2894
-0.37359,-0.10099
-0.51906,0.41475
-0.16856,1.0274
-0.021109,0.45618
0.082935,-0.3124
0.36799,-0.1491
-0.33951,-0.39083
-0.46836,-0.43313
0.068391,-0.67767
0.064255,0.094265
0.91037,0.93456
0.64118,0.025295
-0.59346,-0.54564
0.17562,-0.31438
0.65137,0.19467
0.46847,0.21642
-0.070351,-0.28733
-1.1838,-0.070107
0.015316,0.31266
-0.17935,0.40384
-1.0308,-0.70831
-0.43256,-0.31984
-0.083885,1.4805
-0.054383,1.4414
-1.2078,0.42675
-0.70662,-0.10714
0.094261,-0.31195
-0.15265,0.18534
0.98614,0.69667
0.55483,-0.77589
-0.049022,-1.208
-0.68414,0.38079
-1.4967,0.111
0.62328,-0.74035
-0.43498,-0.3065
-1.2547,0.10968
0.76127,0.72863
-0.91586,0.20836
-1.1782,-0.70696
-0.12844,0.60295
0.1232,1.2459
1.1797,-0.27809
0.23625,-0.38745
-0.029601,0.25927
-0.25403,0.14492
-1.3396,-0.23522
-0.35762,-1.1835
0.080816,-1.6972
-0.33725,-0.41064
-0.92007,0.89414
-0.9451,-0.27309
0.5399,-0.65161
1.4104,-0.14686
0.91658,-0.40619
0.17755,-0.11695
0.29706,0.70118
-0.14277,0.84973
-0.66424,0.66674
0.21304,0.77418
0.055905,0.9373
-0.25327,0.39277
0.56184,-0.50652
0.94848,-0.45047
0.60755,0.21553
0.20285,0.57643
0.34888,0.66083
0.33849,0.48222
0.079315,-0.31321
0.211,-0.77809
-0.029747,-0.60135
0.23501,-0.52307
0.92317,0.0050699
0.96854,0.38125
-0.0023423,-0.020975
-0.36039,-0.72957
0.11594,-0.98955
-0.62883,-0.49569
-0.68973,-0.6021
0.054081,-0.87857
0.14026,-0.17071
0.71472,0.21507
1.3432,-0.27116
1.1089,0.12507
-0.28114,0.68191
-1.2358,-0.37478
-0.54072,-0.091821
0.45482,1.4551
0.51156,1.3865
-0.94505,0.83283
-0.71961,0.18874
0.031844,-0.3029
-0.086472,0.22381
1.1825,0.24133
0.23203,-0.85126
-0.50718,-1.0862
-0.52839,0.58288
-1.3019,0.63254
0.332,-0.87329
-0.55077,-0.046659
-0.47321,0.20715
0.68004,-0.23188
-0.25937,0.041521
-0.37261,-0.016623
-0.77666,-0.76281
-0.90084,-0.19821
0.097599,0.38333
1.0072,-0.92342
0.93444,-1.0697
-0.48025,0.55259
-1.6478,0.55339
-1.1263,-0.82988
-0.76452,-0.41047
-1.0357,-0.097089
0.24197,0.0035351
0.93009,0.56038
0.21188,-0.66206
0.24638,-0.70497
-0.33677,0.68339
-0.56484,0.81009
0.089726,1.2535
-1.0589,1.2601
-1.3782,0.28856
0.73553,-0.014763
1.71,-0.060901
0.27433,-0.37539
-0.63194,0.32576
0.029459,1.1544
-0.05139,0.46326
-0.3068,0.19711
0.38831,-0.21266
0.35803,-0.33852
-0.81778,0.55062
-0.67274,0.081197
0.59791,-0.4116
0.06911,-0.66536
-0.43923,-1.1529
-0.47702,-1.1354
-0.50597,-1.0278
0.74505,-0.10013
0.17757,0.063235
-0.34616,0.15665
0.29591,0.17166
0.098104,-0.66514
0.96462,0.62727
0.83231,0.99483
-0.072642,-0.16263
0.60877,-0.20291
0.50005,-0.57173
0.2419,-0.030727
-0.39669,-0.56415
-0.72766,-1.4818
0.56858,-0.15474
0.19002,-0.20442
-0.38292,-0.010626
-0.048247,0.19674
0.11595,-0.70724
0.75788,0.3781
0.91268,0.86826
0.92203,0.66301
0.76207,0.46674
0.63055,-0.4645
0.19399,0.21011
-0.79125,0.81638
0.084814,-0.032858
0.54171,-0.44345
-0.24809,0.087779
-0.32301,0.12918
-1.0628,-0.41541
-0.86981,0.22777
0.21041,0.36247
0.47055,-1.2668
0.36745,-1.3631
-0.22707,0.72994
-1.2305,1.1594
-1.4159,-0.34554
-0.91042,-0.032587
-1.0222,0.34298
0.21228,-0.077552
1.0711,-0.095153
0.6325,0.20517
-0.43514,1.2463
-0.9958,1.2451
0.4668,0.18921
1.6303,0.12223
1.5702,0.26071
1.5357,0.16313
0.50336,0.70155
-0.12281,0.13179
0.1428,0.34075
-0.95095,0.72742
-0.8985,-0.73135
-0.10151,-0.56333
-0.38373,0.40678
0.06379,-0.50254
0.084527,-0.42632
0.23738,-0.032286
0.61677,-0.43004
-0.14846,0.31463
0.07915,0.1967
1.0915,0.22738
0.087034,1.2772
-0.54006,0.36559
0.018023,-0.063726
-0.57724,0.15115
-0.73873,-1.2116
-0.59127,-1.484
-0.75091,-1.4957
-0.34878,-1.0433
-0.67305,0.91021
-1.1386,1.2391
-1.0071,-0.26229
-0.09325,-1.0225
0.96646,-0.35741
-0.5633,-0.32573
-0.82259,-0.077861
0.57475,0.41207
0.075796,-0.097523
0.54254,-0.30311
0.62779,0.062096
-0.3353,0.18802
-0.71028,0.24966
0.00031301,0.36947
1.3148,0.13753
-0.1416,-0.42856
-0.35178,0.15637
1.2829,0.72489
0.64476,0.03397
-0.10808,-0.38907
-1.2825,-0.53756
-0.60335,0.17461
0.74485,0.23975
-0.71124,-0.86358
-0.66493,-0.27342
0.23177,0.74447
0.22927,0.5001
-0.25492,-0.13943
-0.43333,-0.69281
0.13894,-0.23803
-0.55724,-0.12152
0.10053,0.33299
0.9547,0.61191
-0.29331,-0.73159
0.37623,-0.88456
1.0576,0.18771
-0.010489,1.3415
-0.44351,1.5003
0.4691,0.01406
1.5628,-0.48402
1.5666,-0.37972
1.4479,-0.48346
0.70126,0.44299
-0.066162,0.18958
0.28137,0.22736
-0.63365,1.0433
-1.0711,-0.32628
-0.37658,-0.44107
-0.18486,0.53339
-0.097492,-0.53029
0.018212,-0.11334
-0.48596,0.095144
-0.39574,-0.9898
0.32469,-0.23821
-0.51685,-0.49185
0.58717,-0.55671
0.93355,0.092522
-1.2525,-0.36146
-0.85356,-0.93092
-0.45984,-1.1051
-0.75536,0.1126
0.42991,0.18243
0.48698,-1.1662
0.45363,-0.63446
0.30279,0.70468
-0.77628,1.3497
-0.85017,1.3188
0.11376,1.3859
0.51542,1.6102
-0.23212,1.0265
-0.38152,-0.29984
-0.048556,-1.2511
-0.55171,-0.51785
0.27649,0.50213
0.85611,-0.56991
0.79019,-0.86879
1.6301,-0.074652
-0.18304,0.0010182
-1.03,-0.63583
0.63909,-0.51198
-0.036085,-0.14117
0.26682,-0.87065
0.88275,-0.062122
-0.24746,0.89347
0.53263,0.52128
1.0722,0.22733
0.33345,-0.57566
-0.28926,-0.63758
-0.051462,-0.27237
1.3975,-0.23785
0.63118,0.17706
-1.074,0.24492
-0.416,0.82177
0.054844,0.16036
0.35436,-0.53658
0.93823,0.56972
0.55926,0.63754
-0.14177,0.19375
-0.30495,-0.33439
0.11925,-0.57599
0.27567,0.063311
-0.36437,0.51325
-0.86721,0.82038
-0.59782,-0.23931
-0.10231,-0.28451
0.23141,0.85975
1.0601,0.41188
0.12097,0.1397
-1.5333,-0.034834
-0.49974,-0.33892
0.33599,-0.44415
-0.17514,-0.70321
-0.84648,0.11681
-0.92667,0.44064
0.24258,0.75646
-0.44522,0.43022
-0.69161,-0.81169
0.28516,-0.3756
-0.65644,-0.2666
0.36515,-0.79626
0.8957,-0.25007
-1.3464,0.11614
-1.1472,-0.49828
-0.80865,-0.88758
-0.63869,0.37505
0.44313,0.080124
0.033171,-1.2444
0.099276,-0.73776
0.51788,0.51627
-0.16807,1.6471
-0.43291,1.1772
-0.65752,0.76146
-0.51899,1.0768
-0.61157,0.80761
-0.39692,0.85522
0.13743,0.76582
-0.011459,0.49921
0.31127,-0.27924
-0.40298,-1.1606
0.29779,-0.76563
0.53236,-0.2003
-1.0862,-0.69561
0.11402,-0.11298
0.064184,0.3442
-0.46504,0.0076973
0.64733,0.48795
-0.18057,-0.50138
-0.42499,-1.1146
-0.18438,0.63835
0.13762,0.034377
0.41743,-0.064303
-0.20857,0.50857
0.31471,-1.1045
-0.1131,-0.31013
-0.80972,0.15148
-0.39776,-1.2343
-0.47987,-0.39563
0.079519,0.31087
0.34619,0.51093
0.5626,0.62143
1.0169,0.19442
1.0232,0.5123
1.413,0.019524
0.61262,-0.67859
0.21765,-0.4122
0.42825,-0.18552
0.68943,0.40297
1.4727,0.87175
0.35033,0.21899
-0.73311,-0.7493
-0.23124,0.09196
-0.57576,1.4282
-0.77657,-0.29749
-0.22217,-1.8291
0.33351,-0.9982
0.51677,0.28582
0.047004,0.20881
-0.54255,0.41034
-0.70912,0.50828
0.45724,-0.2323
0.92033,-0.30142
0.15999,-0.0008268
0.12012,0.4669
-0.64326,0.16618
-1.4749,-0.91882
-0.61407,-1.0772
1.39,-0.092292
0.79188,0.12913
-0.37164,-0.90449
-0.059558,-0.20035
-0.019834,1.5328
0.045983,1.2015
-0.22514,0.38499
-0.44854,0.046579
-0.69981,-0.10011
-0.84535,0.90472
-0.18294,1.2436
-0.26161,0.97976
0.012892,0.9107
0.41869,0.66525
0.19433,0.45227
0.19174,-0.33092
-0.81566,-0.96427
-0.04188,-0.80508
0.45559,-0.34089
-1.2804,-0.27567
0.077975,-0.18665
0.18708,0.2786
-0.45434,0.2204
0.75366,0.25691
-0.29771,-0.27882
0.11759,-0.34954
0.53745,0.21189
0.51944,-0.24777
-0.030294,-0.24692
-0.87873,0.11318
0.71286,0.32803
0.37456,0.26935
-0.33182,-0.50574
0.79121,-0.032654
1.2931,1.0553
0.59314,0.82359
-0.0051712,-0.3902
0.92679,-1.4593
1.0638,-0.27857
0.48415,0.042648
0.70806,-0.94045
-0.6251,0.38125
-0.36209,0.58669
0.16147,0.66885
-1.2376,1.2489
-0.93713,0.26892
0.48232,0.25376
1.1334,1.184
0.40493,1.1401
-0.54671,-0.040904
0.0058082,-0.092724
0.42663,0.88957
0.16551,-0.4696
-0.1527,-0.58024
-0.30791,0.54773
0.070953,0.35297
0.1271,0.72017
-0.080596,-0.32154
-0.57838,-1.0068
-0.73976,-0.30095
0.17317,-1.2259
1.104,-0.99483
0.70889,-0.12662
-0.39799,-0.087414
-0.031472,0.35755
0.32976,0.21572
0.12879,0.26294
0.70099,0.41854
-0.29013,-0.61078
-1.4823,-0.77875
-1.3214,0.088094
-0.41864,-0.23399
0.70246,-0.3468
0.35312,0.78929
-0.50717,0.25325
-0.29481,-1.0809
-0.9963,-1.1965
-1.1713,-0.39283
0.40577,0.58859
0.47281,0.15385
0.20984,0.066328
0.46622,0.029777
-0.17734,-0.45608
0.0063814,0.31403
-0.026684,1.3312
-0.96225,1.1095
-0.73902,-0.25252
-0.89762,-0.29137
-0.81771,0.19503
0.56712,-0.23909
0.48138,0.014415
0.39525,-0.45985
-0.17695,-0.26849
-0.73937,0.47689
0.7531,0.072132
0.46854,0.1254
-0.50163,-0.35877
0.67849,-0.40082
1.6295,0.41235
0.90268,0.57376
-0.17065,-0.35332
0.29497,-1.7723
0.8185,-0.64089
0.38992,-0.14318
0.068448,-0.97031
0.21834,-0.97114
-0.20995,-1.5092
-0.60645,-0.29781
0.60798,0.54245
0.67911,1.0092
0.051593,0.35279
-0.1124,-0.19894
0.38831,0.41131
0.52621,0.8065
-0.47332,0.63689
-0.75121,-0.085865
-0.73609,-0.72488
-1.3119,-0.76457
-0.94963,-0.038801
-0.30446,0.28879
-0.34811,-0.18038
-0.42145,-0.098397
-0.10789,-0.25936
-0.4428,-0.52917
-1.4081,-0.19143
-1.2876,0.07778
-0.73249,-0.12837
-0.38017,-0.77258
0.72192,-0.54737
0.88764,-0.209
-0.009351,0.11003
-0.043627,0.0088299
0.78283,-0.51273
1.0535,-0.20916
-0.20329,-0.16184
-1.1511,0.66884
-0.40517,1.4963
-0.59662,0.81513
-0.43455,0.2793
1.2153,-0.66562
0.97989,-0.30418
0.089146,1.0744
0.52208,-0.0077532
0.62997,-0.46055
0.42803,0.030509
-0.17995,0.09535
0.074731,-0.58078
1.4088,-1.001
0.37976,-0.29466
-0.63748,-0.088564
-0.20358,1.2569
-0.58802,0.5629
0.18145,-1.3099
0.34815,0.9225
