I,Q
-1.0319,-0.29784
-1.2332,-0.15475
-0.41919,-0.35198
-0.0097787,0.0099531
-0.21836,0.83139
0.37375,0.14525
-0.078774,-0.15716
-1.3548,0.45549
-1.256,-0.66344
-0.074503,-0.51723
0.46979,0.10861
0.19015,-0.48316
0.33576,0.20386
0.3178,0.21704
-0.1017,0.13598
0.20273,0.92149
0.040562,0.98918
-0.5351,1.0373
0.27088,0.64592
0.43171,0.0083028
0.12982,0.48124
-0.67212,0.88792
0.25819,-0.66667
1.0273,-0.51956
-0.12432,-0.078495
-0.52414,-0.8152
-1.2322,-0.32147
-1.6327,-0.66489
-1.1298,-0.42785
0.53019,1.0162
0.7008,0.38301
-1.0029,-0.64908
-0.965,-1.0466
0.33067,-0.0069316
0.43576,0.98649
-0.44447,-0.48195
0.022483,-0.78378
0.39002,1.0078
-0.25364,1.608
0.082477,-0.12095
-0.21621,-1.2696
-0.46402,0.5278
-0.34218,1.6968
-0.67264,1.304
0.22473,1.0261
0.080691,0.48853
0.58095,-0.43551
1.1925,-0.058732
-0.87109,0.14859
-0.62018,-0.42003
0.12954,-0.30515
-0.34856,-0.97346
0.045683,-0.98691
0.0035811,0.29824
-0.029058,-0.19094
-0.49892,-0.50069
0.14501,0.2483
0.88409,-0.37497
-0.12463,-0.76091
0.20932,0.22016
0.054639,0.21766
-0.4795,0.14911
0.096201,0.75477
-0.4217,0.13424
-0.27414,-0.75034
0.29643,-1.118
0.64855,-1.5078
1.5213,-0.47219
1.3594,0.10381
0.74702,0.24513
0.1093,0.63034
-0.69306,-0.28206
-0.38379,0.14389
-0.11956,0.16712
-0.236,-0.43214
0.43788,0.36046
0.84615,-0.41667
-0.038544,-0.62757
0.1109,0.55983
0.43424,0.28164
-0.34482,-0.072626
0.57246,0.10165
1.0412,0.64109
0.39973,0.18018
0.31546,0.30228
-0.32127,1.1074
0.011282,-0.72811
0.71489,-0.87572
-0.16138,-0.064412
-0.8263,-0.61428
-1.2776,0.11949
-1.715,0.015513
-1.1728,0.0025341
0.82896,0.66656
0.71275,0.086527
-1.2287,-0.2381
-1.3005,-0.61052
0.35307,-0.10276
0.54085,0.46847
0.33844,-0.69515
-0.53419,0.35549
-0.84189,0.15534
0.067269,-0.54701
-0.41009,0.98471
0.11625,0.74167
0.93614,0.53053
-0.017019,0.38945
-0.28637,0.031923
-0.25912,0.58585
-0.28515,-0.35197
0.20969,-0.085873
-0.50083,0.93836
-0.3485,0.11117
0.60929,-0.17805
0.38436,-0.18938
0.19062,-0.32998
-0.00073594,-0.61451
0.021497,-0.08446
-0.60642,0.83591
-0.36572,-0.008232
0.5891,-0.1136
-0.29522,0.51713
-0.16309,0.25566
-0.035992,0.24879
-0.77813,-0.56176
-0.67764,-0.35021
-0.96295,0.77148
0.097045,-0.055822
0.41124,0.33447
-0.35655,1.1332
0.47636,-0.74416
0.21784,-0.44586
0.18607,1.1183
0.49969,0.27855
-0.1726,0.32536
-0.19564,1.0239
-0.26906,0.61339
0.55235,0.1918
1.1234,-0.44669
-0.17378,-0.47453
-1.3393,-0.20136
-0.9473,-0.94695
0.39372,-1.4744
0.69318,-1.5315
0.31392,-0.6692
-0.75766,0.63572
-0.87634,-0.11846
0.48238,0.19602
0.14423,1.2373
0.061805,-0.15276
0.84699,-1.4515
0.79647,-1.4153
1.2698,-0.31816
1.0908,0.96909
0.70929,0.32483
0.016904,-1.0596
-0.584,-0.79746
-0.34105,0.38646
-0.64972,0.80104
-0.29741,0.59742
-0.2414,-0.26301
-1.0101,0.32151
-0.11103,0.027452
0.43195,-1.1257
-0.37872,0.60955
-0.67339,0.45815
-0.21225,-0.47401
-0.02241,1.0831
0.31437,0.74035
1.0145,0.10999
0.1241,0.31354
-0.27807,0.08899
-0.0089602,0.68522
-0.43866,-0.19121
0.14879,-0.21846
-0.055899,1.0309
-0.21238,0.19924
0.46018,-0.4494
0.17967,-0.12042
-0.77538,0.017938
0.47106,-0.74701
1.3644,-1.1876
-0.59291,-0.80978
-0.90379,-0.35438
-0.9668,-0.73235
-0.22205,-0.40369
1.3034,0.024766
-0.19759,-0.091838
-0.81375,0.077953
-0.2265,0.68427
-1.1253,0.41539
-0.84547,-0.71966
0.67058,-0.43781
0.77602,0.22939
0.30215,-0.97917
0.21888,-1.3893
-0.53839,-0.18965
-0.76411,-0.5001
0.64439,-0.63905
1.2334,0.5706
0.14811,0.8122
0.43278,0.44719
0.67826,0.11835
-1.1209,-0.42256
-0.29766,-0.42463
1.1581,-0.35749
0.94319,-0.052319
1.1016,-0.28393
-0.41216,-1.3232
-0.78004,-1.2945
0.92606,0.22269
0.35503,0.4485
-0.32807,-0.029302
-0.5629,0.51539
-0.068679,0.69023
0.54658,1.1719
-0.89439,0.84868
-0.55456,-0.13962
-0.1186,-0.29702
-0.6216,-0.186
-0.25257,0.61798
-0.077225,1.3614
0.31942,0.68778
-0.35423,0.46665
-0.58556,0.38571
0.07859,-0.4882
-0.17539,-0.72991
0.067889,-0.81063
-0.12064,-0.64079
0.41965,0.096517
0.7691,0.46362
-0.17615,0.4894
0.13117,1.2197
0.31834,0.9902
0.4408,-0.10944
0.30838,-0.34994
0.20938,-0.22607
1.0692,0.52841
-0.098333,1.2917
-0.27449,0.82014
0.66344,0.47598
0.35033,0.093153
-0.030421,0.13953
-0.98571,0.54777
0.14636,-0.86759
0.77472,-1.5519
-0.84777,-0.51277
-0.96202,0.00077171
-1.1535,-0.27976
-0.39996,-0.35252
1.2079,-0.54777
-0.19824,0.012201
-0.754,0.42449
0.0028174,0.60255
-0.86959,0.77696
-1.0554,-0.29351
0.43161,-0.67355
0.81287,-0.078207
-0.36328,-0.43607
-0.88936,-0.60994
-0.80515,-0.65252
-1.2958,-0.0051282
-1.0016,-0.76066
0.61132,-0.92448
0.62417,0.56905
0.43871,-0.051922
0.40394,0.22365
0.19525,0.55931
0.28955,-0.8668
-0.12697,-0.16905
-0.64144,0.14459
-0.76865,0.42686
-0.39932,1.023
-0.28301,-0.18727
-0.003052,0.49864
0.46169,0.85539
0.031645,-0.31715
0.70044,0.41385
1.0356,0.15504
0.57893,-0.4057
0.35504,-0.11771
-0.76395,-0.51603
-0.10762,0.22862
0.089157,0.64038
-0.53337,0.15277
-0.0059113,0.73177
-0.91969,0.17839
-0.35678,-1.1619
1.1528,-0.84591
0.36049,-0.87889
0.43651,-0.96846
1.2625,-0.28342
1.3975,-0.18314
0.1857,-0.64933
-0.72428,-0.49018
-0.3318,0.59833
0.29357,-0.2248
1.1246,-1.3857
0.63809,-0.22429
-0.64037,0.86209
-0.93794,-0.028138
-1.0889,-0.093484
0.47631,0.71481
0.80846,1.0046
-0.54397,0.38311
-0.049529,0.024609
0.18608,-0.048486
-0.1511,-0.0087116
-0.028768,0.11758
0.47451,-0.33146
0.62593,0.7637
0.36886,1.3045
0.50567,-0.56662
0.35133,-0.9376
1.0386,-0.25047
0.1806,0.28054
-1.7514,0.34642
-1.0234,0.16456
0.61989,0.18258
0.29771,-0.63404
-0.53165,-0.60321
-0.81081,0.78004
-0.83692,1.1915
-1.0757,0.29476
-1.0084,-0.34484
-1.2096,0.49611
-1.2441,-0.3783
0.20623,-1.1272
0.81553,0.3046
0.38159,-0.23192
0.49661,0.08385
0.41692,0.39371
0.026239,-0.92517
-0.1636,-0.09879
-0.52778,0.32479
-0.54351,0.62254
0.0057909,1.0917
-0.24025,0.022724
0.10675,0.31553
-0.1862,-0.32891
-0.69944,-1.4642
-0.11659,-0.718
-0.24115,0.75762
-0.44879,1.3938
-0.60811,0.62885
-0.78125,-0.51121
0.13049,-0.60704
0.073594,0.5678
-0.043283,0.24623
0.6694,-0.8982
-0.66255,-1.0607
0.11586,-0.98164
1.1157,-0.2999
-0.1685,-0.089139
0.83835,0.64257
1.1224,1.1346
-0.019249,-0.078088
-0.11069,0.67486
-0.70852,0.7776
-1.2142,-0.73787
-0.95473,0.51944
-0.09791,0.32048
0.68796,-0.157
-0.25833,0.34983
-0.72614,-0.55283
0.22024,-0.71687
1.2216,-0.56932
1.1674,-0.39396
-0.29085,-0.0718
-1.4064,-0.49406
-1.2291,-0.6296
-0.013293,-0.030882
0.87512,0.64956
0.7161,-0.32291
0.54057,-0.57224
0.57041,0.30324
0.54429,0.22932
0.49859,0.049871
0.16045,-0.93977
0.14833,-0.74931
0.96457,0.26682
0.47845,-0.92259
-0.0084787,-1.6084
0.63194,-0.56186
-0.53978,0.89434
-0.72938,0.5005
0.13604,-0.71006
-0.486,0.32536
-0.17301,-0.33312
0.61982,-1.2745
0.10736,0.45269
-1.1371,0.81791
-1.1405,0.7211
0.50695,0.91641
-0.15501,0.53369
-1.0467,0.49953
0.043291,0.43284
0.42284,0.44797
0.58521,0.37444
-0.049296,0.58531
-0.27677,0.83756
0.80787,0.62751
0.36907,0.25869
-0.8336,-0.5554
-1.1122,-1.1011
-0.44503,-0.61031
0.11033,0.82573
0.035259,1.4976
-0.3927,0.8252
-0.91897,-0.18664
-0.10833,-0.65088
0.29962,0.48452
0.13008,0.27886
0.24011,-1.0958
-1.0301,-0.73596
-0.2454,-0.94411
0.89315,-0.7188
-0.16076,-0.077016
1.0667,0.39444
1.1573,0.31062
-0.12266,-0.54115
0.27088,-0.026814
0.58144,0.78308
-0.46329,0.22753
0.34395,-0.15581
1.5119,0.32092
0.73866,-0.29497
-0.29525,-0.48255
-1.4281,0.58868
-0.75386,0.54728
-0.40399,-0.30295
-0.27957,-0.33345
1.0013,0.26996
-0.19862,1.2612
0.23225,1.4616
1.2837,-0.51385
0.44089,-1.5737
1.0473,0.0093865
0.087516,0.28862
-0.69071,0.046351
-0.2249,-0.57199
-0.80932,-1.4554
-0.64639,-0.22898
0.12151,0.64135
1.2442,0.48349
0.74959,0.52306
-0.4959,-0.25545
0.65982,-0.46731
0.59343,-0.01907
-0.46811,0.32959
0.34951,0.39999
1.5753,0.39369
1.2546,0.82072
-0.47327,0.49087
-0.30851,0.14722
-0.42734,0.41021
-1.0727,-0.29059
-0.1965,-0.11847
-0.37515,-0.039391
-0.011328,-1.3168
0.3786,-0.71082
-0.43177,0.24763
-0.47259,-0.040412
-0.62412,-0.04258
-0.48396,-0.29232
-0.12734,0.035037
-0.86255,0.45068
-1.0854,-0.49264
-0.18329,-0.34726
-0.36662,0.27926
-0.71421,0.0079554
-0.50094,0.066498
-0.48615,-0.20681
0.14345,0.29305
0.056453,1.3706
-0.507,0.38874
-0.10184,-0.15143
-0.89155,0.28718
-0.74618,-0.35623
-0.044589,-0.325
-0.66665,-0.36458
0.7434,-0.77453
1.7436,-0.173
0.89048,-0.14973
-0.30034,-0.43006
0.17147,-0.040258
0.85542,0.52
-0.33868,0.4028
0.24291,-0.2188
1.5142,-0.21678
0.59917,-0.52145
-0.43651,-0.36594
-1.1051,1.0888
-0.54886,0.84221
-0.4692,-0.17025
-0.33569,-0.20219
0.98231,-0.15819
0.38182,1.2759
0.65688,1.2788
1.2431,0.20697
0.98917,0.98583
0.99005,1.3534
1.2711,0.33141
-0.23973,0.075908
-1.2643,-0.13901
-1.2248,-1.0975
-0.86728,-0.12019
0.50516,0.58372
0.56102,0.36217
0.16939,0.13858
-0.63673,-0.75802
-0.71963,-0.18338
1.0747,0.66392
0.48371,0.11271
-1.2581,-0.11939
-1.351,0.47104
-0.081434,0.13748
0.88813,-0.98523
-0.25574,-0.053733
-0.55361,1.0392
-0.016016,0.094018
0.17745,-0.51001
0.42423,-0.78142
-0.52086,-0.10223
-0.64883,1.388
-0.95938,0.95137
-0.79084,0.20579
0.88956,-0.3487
0.58374,-1.385
0.39869,-1.4549
0.87199,-1.0321
0.39971,-1.0427
0.33799,-0.35187
0.15784,-0.023433
-0.40883,-0.59712
-0.54377,-0.84094
0.17708,-0.2326
0.20768,0.29077
-0.074245,0.0956
-0.12892,0.63483
-0.74632,0.28126
0.13685,-0.35235
0.046504,1.0188
-0.95265,0.021534
0.42754,-1.6003
0.22245,0.1069
-0.50726,0.69137
-0.63493,0.0099391
-0.45343,-0.15527
1.3481,0.38707
0.081398,1.0013
-1.1401,-0.45556
0.30448,-0.35309
-0.3915,0.53134
-0.7973,-0.27534
-0.13473,-0.10866
-0.1256,-0.17693
0.23827,-0.27393
0.34441,0.76993
0.096098,0.90244
0.11631,0.049429
0.33275,-0.16731
0.83,0.40157
1.2543,0.15299
1.3501,0.44191
1.4337,0.89678
1.2886,-0.18385
-0.16894,0.15571
-1.1839,0.37703
-1.5273,-0.50039
-0.83271,0.24967
0.71298,0.32191
0.65221,0.13079
0.14963,0.073397
-0.86516,-0.44341
-0.75542,0.028006
1.186,0.19467
0.4742,-0.074664
-0.85747,0.48306
-0.87536,0.58454
-0.5964,-0.42607
1.0533,-1.0098
0.54231,-0.81376
-0.94469,0.62367
0.0022853,1.589
-0.51319,0.64403
-1.2808,0.4382
-0.53054,0.32162
0.088132,0.33123
0.27314,0.31723
-0.29305,-1.3424
-0.46139,-0.97767
-0.68927,0.012675
-0.59349,-0.58097
0.31063,-0.39197
0.37786,-0.31687
0.4934,0.45466
-0.026321,0.78465
0.30478,0.56776
1.428,0.79442
0.16178,-0.12329
-0.45918,-0.34075
-0.30258,0.2857
-0.77068,1.0384
-0.64873,0.77492
-1.329,-0.42946
-1.2883,0.57371
0.52135,0.21485
1.3461,-1.0192
0.64577,0.33347
-0.43186,0.75373
-1.0461,0.16895
-1.0921,-0.35112
0.27408,-0.21837
0.32159,0.73301
-0.83548,-0.558
-0.035367,-1.2216
0.0088983,-0.046698
-0.25803,0.23629
0.43267,1.0281
0.27967,0.99608
0.48017,-0.5945
0.50134,-0.33272
0.19937,0.20646
0.645,-0.73387
1.1246,-0.65578
0.95865,-0.17296
0.099376,-0.73803
0.23656,-1.1898
0.7535,-0.9974
-0.062985,-0.25693
-0.095919,-0.34304
0.62958,-0.77816
-0.46965,-0.17815
-1.2518,-0.22028
-0.34232,0.11981
-0.082527,0.30169
0.75988,-0.35229
1.2296,0.49608
-0.45845,0.21716
-0.25483,-0.5729
0.60532,0.6912
0.18355,1.1912
-0.46622,0.64518
-0.74178,-0.1452
0.54292,-1.3252
0.1753,-1.0378
-0.55925,0.9491
0.6732,1.4342
-0.22512,0.81602
-1.0418,0.97343
-0.31446,0.53597
0.22232,0.23252
0.39954,0.15601
-0.84166,-1.1446
-0.76191,-0.66501
-0.68457,0.28737
-0.69956,-0.32009
-0.18094,-0.38858
0.63805,-0.24844
0.40285,0.022123
-0.61734,0.40114
0.40332,0.74898
-0.31026,-0.064915
-0.11742,-0.88297
0.68525,-0.10537
0.57546,0.0096337
0.52834,-0.18423
0.017163,0.85381
-0.69224,1.0515
-1.076,0.48183
-0.5567,-0.017641
-0.4276,-0.92898
-0.37238,-0.38223
0.22428,0.53572
-0.40088,0.26679
0.054781,0.055869
1.0761,-0.3222
0.53489,0.11945
0.42512,0.9629
0.037328,1.2469
-0.63961,0.99272
-0.36406,-0.21217
-0.29896,-0.51015
-0.52092,-0.42325
0.42039,-0.6659
0.65673,0.024856
-0.73941,0.21898
-0.17564,0.58764
0.042137,0.18179
-0.71452,-0.82579
0.55854,0.44501
-0.13289,0.63209
-0.8308,0.40643
0.34154,1.185
0.74521,0.47807
0.70153,0.14987
-0.8938,0.35042
-1.2397,0.44591
0.67726,0.12446
1.3483,-0.87002
0.77485,-0.37027
-0.69422,-0.59469
-0.73521,-1.5518
0.1403,-0.87224
-0.74289,-0.4584
-1.0401,-0.64921
0.75937,-0.26147
1.2386,-0.051864
0.22143,-0.56987
0.93359,-1.2577
1.304,-0.53957
-0.16463,-0.33149
-0.81556,-1.4302
-0.93131,-0.69604
0.40162,0.78597
1.1203,0.93002
-0.41513,0.15097
-0.81253,-0.16744
-0.89893,0.75112
0.21234,0.84367
0.39394,0.5931
-0.89491,0.48791
0.56678,-0.39019
0.37525,-0.10593
-0.4069,0.59986
0.70235,0.59748
-0.30021,0.050456
-0.50897,-0.80329
0.6312,-0.37074
0.5269,-0.13724
0.4366,-0.3446
0.35056,0.78657
-0.23174,1.2307
-0.80419,0.8848
-0.56375,0.3001
-0.8578,-0.65614
-0.45693,-0.24164
0.56134,0.1236
-0.2427,-0.10318
-0.2988,0.12545
0.82141,-0.98435
0.32336,-1.0909
0.33243,0.30625
0.40281,1.0072
-0.035322,1.0864
0.51941,0.55331
-0.15613,-0.53672
0.10265,-1.182
0.96426,-0.03916
-0.14129,0.028869
-0.18116,0.090881
-0.021993,1.5009
0.25019,0.40616
0.81782,-0.55477
-0.59047,-0.41815
-0.60186,-0.1378
0.34692,1.4047
0.13482,0.64268
0.32657,-0.22169
-0.63702,0.30468
-0.62595,-0.89469
0.28064,-0.96805
-0.35883,0.3723
0.049969,0.94157
-0.019457,1.1314
-0.38021,0.72691
-0.24267,-0.68547
-1.0465,-1.1599
-0.16437,-0.10502
0.49614,-0.23661
-0.7899,-0.37656
-0.78697,0.06473
-0.13673,-0.080721
-0.020358,0.65751
-0.15548,0.42491
-0.10342,-0.18457
-0.39458,-0.54256
-1.1872,-1.2977
-0.16577,-1.0227
0.97023,-0.15112
-0.65403,-0.10302
-1.0706,-0.43795
0.36601,0.1214
0.65123,1.4451
0.1402,1.3355
0.10203,0.76338
0.25783,0.7391
0.49827,0.93104
0.43011,1.6248
-0.22848,0.8625
0.37092,-0.65137
0.83891,-0.72232
-0.57511,0.32636
-0.74196,-0.35625
0.23405,-1.7262
0.16204,-1.0516
-0.05323,-0.25841
0.30262,-0.012941
0.49108,0.62601
0.051549,0.11071
0.4437,-0.27731
0.74614,-0.63934
-0.38276,-0.25135
-0.1591,0.23617
0.37268,-1.2438
-0.13387,-1.1294
0.42943,0.172
0.803,0.7534
0.41867,1.0398
0.67042,0.36456
-0.34038,-0.4528
-0.39944,-1.1595
0.92894,-0.34595
-0.18227,0.11194
-0.1431,0.15828
0.58588,1.3872
0.35091,0.24293
0.42537,-1.0404
-0.13671,-0.45555
-0.6271,1.2217
-0.064765,1.4442
1.215,0.52257
0.63886,0.19572
-0.10689,0.31787
0.48313,-0.069168
0.34832,0.069056
0.57426,0.50832
0.65491,0.32346
-0.19056,0.69849
0.24603,1.0496
0.028299,0.87725
-0.35138,0.16771
-0.15951,-0.81018
-0.71511,-1.3116
-0.90025,-1.3949
-0.85494,-0.78658
-0.047898,-0.31112
0.68048,0.12741
0.8081,0.75766
0.92338,0.18587
0.20561,0.44021
0.13561,0.896
0.10404,0.37646
-0.37883,0.41264
0.21643,0.12511
0.14192,0.32635
-0.2036,1.2733
0.8685,0.84457
1.7371,0.030712
-0.014254,-0.2473
-1.3362,-0.35181
0.72272,0.15625
0.20274,0.15029
-0.7636,-0.79533
0.5156,-0.50421
-0.20151,0.3145
-0.39595,0.050017
-0.53828,-0.056332
-0.79111,0.24726
0.35569,0.44298
-0.32895,-0.1665
0.238,-1.0932
1.1001,-1.0603
-0.05799,-0.16346
-0.84028,0.79721
-1.5488,-0.27248
-0.7712,-1.5718
0.84771,-1.0467
0.31549,-0.35541
-0.93192,0.71395
-1.2737,0.61017
-0.53231,-0.56847
0.33588,0.28035
0.34466,-0.27422
0.086092,-0.86441
0.012196,-0.28234
0.29884,-0.49927
-0.19896,0.40763
-0.87714,-0.43629
-0.14631,-0.5027
0.23105,1.0927
-0.25496,-0.84316
-0.26611,-0.83469
-0.14814,1.4613
0.51701,1.3128
1.372,0.090797
0.67399,-0.030976
0.047997,0.36155
0.46161,-0.278
0.38863,-0.067016
0.7445,0.29792
0.66316,0.053341
0.08854,0.70661
0.65297,0.88848
0.37229,0.85987
-0.25308,0.3006
-0.52817,-0.64027
-0.69711,-0.89473
0.24206,-0.72926
0.74326,-0.5087
0.2998,-0.33495
0.12591,0.24675
0.077691,0.6125
0.17977,0.31143
0.10773,-0.54686
0.018085,0.27036
0.72991,0.4532
0.45215,-0.58829
-0.86103,0.55838
-0.9054,0.97366
0.081924,-0.24676
0.99493,-0.23138
0.0026803,0.82784
-1.6858,0.44278
-0.99767,-1.4263
0.48791,-1.0203
0.5047,0.77724
-0.11,0.57802
0.24116,-0.82932
0.3107,-1.372
-0.35958,0.24657
0.44394,0.66152
0.60149,-0.077806
-0.43638,0.29682
0.1084,0.14568
0.58035,-0.27026
0.3929,-0.19964
-0.083905,0.27413
-0.2007,0.75518
0.031809,1.0401
-0.036652,1.0293
0.26147,-0.21198
-0.74579,-0.24211
-1.3321,0.7231
-0.5623,0.39107
-0.3508,0.09378
0.11119,-0.42253
-0.061235,-0.62639
0.21958,0.14482
0.66344,0.92042
-0.70342,0.89902
-0.53467,0.70394
-0.95787,0.91408
-1.3771,0.41415
0.89365,0.75431
0.95645,0.90209
0.80635,-0.077992
1.6368,0.028468
-0.32474,-0.75207
-0.67383,-1.5578
0.17642,-0.93996
-0.26402,-1.1024
0.79276,-0.64968
0.73186,-0.0033484
-0.39526,0.31147
-0.18593,0.56392
-0.27905,-0.20415
-0.19339,-0.43553
-0.40399,-1.2283
-0.84172,-0.80155
-0.1311,0.42287
0.47536,-0.53179
0.66484,-0.93407
0.48126,-0.79293
0.10365,-0.53124
0.15994,0.2299
0.28371,0.54743
0.26719,0.19543
-0.098679,-0.56831
0.091023,0.17934
0.87595,0.18094
0.22441,-0.69923
-0.55432,0.74645
-0.4435,1.1355
-0.0080493,-0.24295
0.84465,-0.60753
0.17409,0.79753
-0.8633,0.65115
0.42619,0.50384
0.29194,0.55494
-0.39078,-0.26212
-0.42726,0.081489
-0.11968,-0.35575
0.90373,0.90502
0.75837,-0.071148
-0.19156,-1.7488
-0.37445,-0.45857
-0.33002,-0.29623
-0.12521,-0.74813
0.5717,-0.0099785
0.45472,-0.14665
-0.65321,-0.3011
-0.91732,-0.76896
-0.22739,-0.91262
-0.082487,0.53277
-0.80864,0.89898
-0.97548,0.28025
0.12638,0.18874
0.71245,-0.0022013
0.062263,0.60853
-0.28865,0.54541
-0.37546,0.13312
-0.4006,1.5492
0.33814,0.88703
0.94426,-0.95313
0.24709,0.033205
-0.46097,-0.063907
-0.41231,-0.035403
-0.051388,-0.10836
1.046,-1.1655
1.0393,-0.034738
-0.1125,0.44989
0.50455,0.21048
0.86211,0.10884
-0.073559,-0.051512
0.16718,0.94493
0.18156,1.3687
-0.77152,1.0341
-0.78831,0.25269
0.17142,0.47414
0.49848,0.86686
0.29162,-1.2219
0.47668,-1.0226
0.32517,0.59294
-0.35741,0.43922
-1.3101,0.47995
-1.6273,0.027354
-0.75301,-0.25182
-0.061959,-0.56479
0.56647,0.24898
0.87284,1.4012
0.29151,-0.41438
0.13406,-0.84816
-0.48656,0.0075857
-1.1753,-0.54885
-0.41693,-1.1819
-0.12143,-1.2972
-0.16853,-0.10762
0.50771,-0.12268
0.63379,-0.55072
-0.22206,-0.34149
0.47915,-0.46787
1.6263,0.60071
0.39913,0.43966
-0.43642,-0.035665
-0.38013,0.27653
-0.25935,-0.22771
1.0689,0.49762
0.59257,-0.29618
-0.79038,-1.5923
-0.56092,-0.31902
-0.41683,-0.17455
-0.33213,-0.67171
0.58623,-0.23497
0.39457,-0.28196
-0.68877,-0.011915
-1.1494,-0.45058
-0.51433,-0.6357
-0.39541,0.61519
-0.48076,-0.34441
0.21063,-0.87348
0.43266,0.062331
-0.51521,-0.1611
-0.55065,-0.054591
1.0102,-0.44884
0.12312,-0.60671
-1.1998,-0.38412
-0.76004,-0.26301
-1.4841,-0.14776
-0.8822,-1.0311
0.62078,-0.015494
-0.22743,0.11956
0.19189,-1.6468
0.7178,-0.99449
0.82926,-0.081911
1.579,0.54747
0.12937,0.55365
0.033401,-0.58774
0.61969,0.69129
-0.75152,1.5476
-0.52992,0.70296
-0.41295,1.0907
0.10512,0.75591
1.167,-0.41758
0.067046,0.087441
-0.25689,0.66713
0.12414,-0.24409
0.69031,0.046827
0.54937,0.78917
-0.93105,0.1607
-0.29725,0.3081
0.21284,0.3455
-0.25372,0.4906
0.71289,0.67075
1.3136,-0.18539
0.5305,-0.48802
-0.25982,-0.14589
0.18845,0.026534
0.41143,-0.029668
-0.17014,0.2455
-0.43219,0.005342
-0.75382,-1.1873
0.45096,-0.8646
1.3537,-0.19426
-0.46599,-0.13323
-1.4896,0.43263
-1.0818,1.1722
-0.28179,0.99646
0.5186,-0.89866
0.83559,-0.80653
1.0997,0.95318
0.19761,0.71997
-0.34037,0.15717
0.05752,-0.23033
0.045573,-0.3869
0.028369,0.2481
0.41465,-0.057157
0.74034,-0.97218
-0.08524,-1.1859
-0.6521,-0.099945
-0.31191,-0.09912
-0.32615,-0.18766
-0.36271,0.90995
-0.58439,-0.1651
-0.14094,-0.86793
0.42921,-0.080873
-0.53841,0.055402
-0.51102,0.10264
0.75686,-0.81375
-0.13541,-0.66756
-1.1953,0.12653
-0.77957,0.071297
-1.4665,0.45705
-1.1631,-0.55189
0.55836,-0.27622
-0.16074,0.23134
-0.39559,-1.4919
0.43067,-0.98598
0.45984,-0.092121
0.18048,0.84034
0.22999,0.35332
0.82004,-0.47613
0.82852,-0.40662
0.026896,-0.45165
-0.81357,-0.26874
0.02815,-0.034924
0.3991,0.22001
-0.3535,-0.25659
0.10897,-0.4784
0.41623,0.41619
-0.35757,-0.14081
-0.36633,-1.1606
-0.32704,-0.62222
-1.037,0.80266
-0.7473,1.4259
0.30704,0.46922
1.1844,-0.094295
0.65113,0.35237
-0.50059,-0.021517
0.053755,-0.42416
0.52225,0.13457
-0.30102,-0.054413
-0.23021,-0.30096
0.38334,0.61717
0.48875,0.23683
0.23817,-0.79697
0.20409,-0.98899
-0.03944,-0.44712
-0.89066,0.15755
-0.24621,-0.35761
-0.071121,-0.42639
-0.69146,-0.54243
-0.15753,0.049972
-0.97214,0.82602
-1.1647,-0.39497
0.60367,0.17774
0.3765,0.71451
-0.41378,-0.12098
-0.29991,-0.14108
-0.85344,-1.1218
-0.47777,0.024792
0.40803,1.1557
-0.79045,-0.53413
-1.607,-0.51535
-1.1245,-0.89427
-0.090109,-1.2976
0.73097,-0.87821
1.3203,-0.11632
1.2928,0.99368
1.3464,0.4745
-0.58134,0.25237
-0.55346,0.44831
1.4918,-0.017393
0.58636,0.11986
0.30292,0.14655
-0.32087,0.18905
-0.87222,-0.23239
0.78138,0.13569
0.36836,1.4256
-0.30309,0.52705
0.75185,0.15536
0.5846,0.095656
0.38463,-0.27889
0.5224,0.7541
0.30747,0.17087
0.56023,-0.78477
0.61874,-0.69107
-0.1756,-0.46425
-0.83384,0.081575
-0.0072469,-0.031827
0.46022,0.11595
-0.41058,-0.11536
-0.039553,-0.44854
0.61944,0.23084
-0.38368,0.06575
-0.73598,-0.91666
-0.57764,-0.4632
-0.38641,0.69156
-0.11204,0.63824
-0.66862,0.56954
-0.40138,-0.23613
0.35083,0.54978
0.44982,0.62579
0.54651,-0.83993
1.2129,-0.95774
0.98219,-0.99532
0.73083,-0.71518
0.67676,-0.42507
-0.65898,0.34104
-0.92953,0.61452
0.37851,-0.86525
0.53953,-1.4031
-0.31808,-0.44687
-0.57419,1.041
-0.006118,1.5312
0.47958,0.25705
0.17648,-1.1299
-0.15821,-1.4087
0.46198,0.37161
0.76241,0.91853
-0.2762,-0.39386
-0.52322,-0.78603
-0.48282,-1.149
-0.92415,-1.267
-0.47027,-1.2043
-0.44653,-0.056458
-0.629,0.70611
0.18065,-0.20263
0.51583,0.53311
0.11403,0.50564
-0.39827,-0.54621
-0.1093,-0.23524
-0.045827,-0.57548
-0.45593,-0.36606
0.94872,0.62022
1.0809,0.71793
0.045749,0.62451
1.0827,0.85801
0.90881,0.56744
0.0089171,0.29248
-0.33954,1.1299
-0.867,-0.064599
0.27051,-1.0141
0.29908,0.90066
-0.67234,0.49223
-0.13273,-0.65942
0.018423,-0.6452
0.5569,-0.052109
0.26741,1.1159
-0.67157,-0.40964
0.57332,-0.7823
0.62627,1.0716
0.13264,0.53789
